name,category,rating_value,rating_count,StoryLine,keywords,Genres
童話小鎮 ,Romance,7.7,206015.0,"For Emma Swan, life has been anything but a happy ending. But when she's reunited with Henry - the son she gave up for adoption ten years ago - on the night of her 28th birthday, everything changes. The now 10-year-old Henry is in desperate need of Emma's help because he believes from reading a book of fairy-tales that she's the daughter of Snow White and Prince Charming - who sent her away from the Enchanted Forest to be protected from a curse that was enacted by the Evil Queen. Emma initially refuses to believe a word of Henry's story but soon finds that his hometown of Storybrooke, Maine is more than it seems. Because it's in Storybrooke that all of the classic characters we know are frozen in time with no memories of their former selves - except for the Evil Queen, who is Storybrooke's mayor and Henry's adoptive mother Regina Mills. Now, as the epic ""Final Battle"" for the future of both worlds approaches, Emma will have to accept her destiny and uncover the mystery behind a place ...","['fairy tale', 'curse', 'magical realism', 'good versus evil', '2010s']","['Adventure', 'Fantasy', 'Romance']"
男人兩個半 ,Romance,7.0,237840.0,"The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady ...","['male objectification', '21st century', 'gender in title', 'male protagonist', 'jingle']","['Comedy', 'Romance']"
吸血鬼猎人巴菲 ,Romance,8.2,127463.0,"""In every generation there is a chosen one... she alone will stand against the vampires, the demons and the forces of darkness. She is the slayer."" Buffy Summers knows this tale by heart, and no matter how hard she tries to be just a ""normal girl"", she can not escape from her destiny... Thankfully, she is not alone in her quest to save the world, as she has the help of her friends, the hilarious (and surprisingly quite effective) evil-fighting team called ""The Scooby Gang"". Together, Buffy & co. will slay their demons, survive one apocalypse after another, attend high school and college... and above all, understand that growing up can truly be Hell sometimes... literally.","['vampire', 'destiny', 'coming of age', 'double life', 'action heroine']","['Action', 'Drama', 'Fantasy', 'Romance']"
這就是我們 ,Romance,8.7,98213.0,"Rebecca Pearson once had a difficult pregnancy with triplets. The resulting births occurred on the same day as her husband Jack Pearson's thirty-sixth birthday. The lives of Rebecca, Jack and their three offspring - Kevin, Kate and Randall - are presented at different points in time. The Rebecca and Jack stories generally take place during the early stage of their marriage, surrounding the birth of the three children or at different phases of the children's upbringing, which was not always smooth sailing for any of the five. Separate stories concerning Kevin, Kate and Randall are also presented in their adult years, each who has his or her own baggage resulting from that upbringing: Kevin who was generally the neglected one because he had no outward issues; Kate who has always had weight issues; Randall, the gifted one, being the visible outsider and being the ""non-K"" child. These stories may demonstrate the emotional ties that exist not only because of being family, but also because ...","['male objectification', 'melodrama', 'family relationships', 'family drama', 'flashback']","['Comedy', 'Drama', 'Romance']"
Bones ,Romance,7.8,137036.0,"Brilliant, but socially inept, forensic anthropologist Dr. Temperence Brennan works at the Jeffersonian Institute in Washington DC. After consulting for him on a FBI case, she is approached by cocky yet charming Former Army Ranger turned Special Agent, Seeley Booth to help the Bureau solve crimes by identifying human remains that are too far gone for standard FBI forensic investigations. Brennan's empirical, literal view of the world causes friction with Booths emotive, instinctive attitude creating a volatile relationship. However as their case load increases the symbiotic partnership produces results and with the support of Brennan's Squint Squad, murderers, past and present should be on the look out.","['forensic anthropologist', 'investigation', 'washington d.c.', 'crime scene investigation', 'murder investigation']","['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']"
追愛總動員 ,Romance,8.3,588301.0,"Ted Mosby sits down with his kids, to tell them the story of how he met their mother. The story is told through memories of his friends Marshall, Lily, Robin, and Barney Stinson. All legendary 9 seasons lead up to the moment of Ted's final encounter with ""the one.""","['group of friends', 'friendship', 'best friend', 'canadian abroad', 'male camaraderie']","['Comedy', 'Romance']"
Rebecca (2020),Romance,6.0,9805.0,"After a whirlwind romance in Monte Carlo with handsome widower Maxim de Winter (Armie Hammer), a newly married young woman (Lily James) arrives at Manderley, her new husband's imposing family estate on a windswept English coast. Naive and inexperienced, she begins to settle into the trappings of her new life, but finds herself battling the shadow of Maxim's first wife, the elegant and urbane Rebecca, whose haunting legacy is kept alive by Manderley's sinister housekeeper Mrs. Danvers (Kristin Scott Thomas).","['20th century literature on screen', 'widower', 'mansion', 'hotel', 'orphan']","['Drama', 'Mystery', 'Romance', 'Thriller']"
獨領風騷 (1995),Romance,6.8,180442.0,"Cher, a high school student in Beverly Hills, must survive the ups and downs of adolescent life. Her external demeanor at first seems superficial, but rather it hides her wit, charm, and intelligence which help her to deal with relationships, friends, family, school, and the all-important teenage social life.","['miniskirt', 'girl wears a miniskirt', 'short skirt', 'girl wears a short skirt', 'virgin']","['Comedy', 'Romance']"
唐頓莊園 ,Romance,8.7,158877.0,"Lord Robert Crawley, Earl of Grantham (Hugh Bonneville) sees his family heritage, especially the grand country home Downton Abbey, as his mission in life. The death of his heir aboard R.M.S. Titanic means distant cousin Matthew Crawley (Dan Stevens), a Manchester lawyer, suddenly is next in line and accepts moving onto the vast estate with his even more modernist, socially engaged mother, who clashes with his Lordship's domineering, conservative mother, the dowager countess. Marrying off the daughters is another concern. Meanwhile, the butler presides over a staff which serves the family, but also lead most of their entire lives in the servants' quarters, intriguing amongst themselves.","['servant', 'aristocracy', 'period drama', 'vito russo test passed', '1910s']","['Drama', 'Romance']"
花邊教主 ,Romance,7.4,150296.0,"Gossip Girl follows the lives of privileged teenagers on the upper east side. Serena Van Der Woodsen is a blonde and beautiful socialite. Everyone knows Serena. Blair Waldorf is Serena's best friend but it's always about Serena not Blair. Nate Archibald is Blair's boyfriend but ever since Serena came back from boarding school Nate has been acting strange. Chuck Bass is a rich and arrogant person. Daniel Humphrey, a lonely boy from Brooklyn, NY, who nobody knows. Follow the lives of this guilty pleasure show.","['upper class', 'private school', 'popularity', 'peer pressure', 'manhattan new york city']","['Drama', 'Romance']"
急診室的春天 ,Romance,7.7,49376.0,"Michael Crichton has created a medical drama that chronicles life and death in a Chicago hospital emergency room. Each episode tells the tale of another day in the ER, from the exciting to the mundane, and the joyous to the heart-rending. Frenetic pacing, interwoven plot lines, and emotional rollercoastering is used to attempt to accurately depict the stressful environment found there. This show even portrays the plight of medical students in their quest to become physicians.","['hospital', 'emergency room', 'sleeping', 'medical care', 'medical doctor']","['Drama', 'Romance']"
河谷鎮 ,Romance,6.9,111636.0,"After the death of one of the rich and popular Blossom twins on the 4th of July, the small town of Riverdale investigates the murder. The series starts in September, the beginning of a new school year, that brings with it new students, relationships, and reveals the mysteries of the past 4th of July.","['high school', 'mother daughter relationship', 'friendship', 'teen drama', 'school journalist']","['Crime', 'Drama', 'Mystery', 'Romance']"
Ginny Weds Sunny (2020),Romance,5.6,2524.0,"The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny's mother to win her love.",['producer'],"['Comedy', 'Romance']"
她們 (2019),Romance,7.8,128688.0,"In the years after the Civil War, Jo March (Saoirse Ronan) lives in New York City and makes her living as a writer, while her sister Amy March (Florence Pugh) studies painting in Paris. Amy has a chance encounter with Theodore ""Laurie"" Laurence (Timothée Chalamet), a childhood crush who proposed to Jo, but was ultimately rejected. Their oldest sibling, Meg March (Emma Watson), is married to a schoolteacher, while shy sister Beth (Eliza Scanlen) develops a devastating illness that brings the family back together.","['aspiring writer', 'poverty', ""women's rights"", 'death of sister', 'new york city']","['Drama', 'Romance']"
After (2019),Romance,5.3,33515.0,"Based on Anna Todd's novel, AFTER follows Tessa (Langford), a dedicated student, dutiful daughter, and loyal girlfriend to her high-school sweetheart, as she enters her first semester in college armed with grand ambitions for her future. Her guarded world opens up when she meets the dark, mysterious Hardin Scott (Tiffin), a magnetic, brooding rebel who makes her question all she thought she knew about herself and what she wants from life.","['based on novel', 'one word title', 'college', 'teenage girl', 'teenage boy']","['Drama', 'Romance']"
鐵達尼號 (1997),Romance,7.8,1029426.0,"84 years later, a 100 year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.","['iceberg', ""sailor's death"", 'mass death', 'titanic', 'wet']","['Drama', 'Romance']"
Love Life ,Romance,7.5,5282.0,"Anna Kendrick stars in a fresh take on a romantic comedy anthology series about the journey from first love to lasting love, and how the people we're with along the way make us into who we are when we finally end up with someone forever. With Zoë Chao, Peter Vack and Sasha Compere.","['lionsgate', 'hbo max', 'hbo', 'love']","['Comedy', 'Romance']"
超人前傳 ,Romance,7.5,114725.0,"The numerous miraculous rescues by the local wonder boy Clark Kent (Tom Welling) have aroused suspicions amongst colonials of Smallville, Kansas. Interestingly, the boy has managed to downplay his acts of various heroic egresses in the past. They say he's either too fast or has a penchant for finding trouble. He was found by Martha (Annette O'Toole) and Jonathan Kent (John Schneider) on the day of an infamous meteor shower, and subsequently adopted. Clark's friend Lex Luthor (Michael Rosenbaum), the only heir of LuthorCorp, has been secretly investigating grounds for Clark's outlandish valor. However, on the face of it, Clark just seems to be a normal boy who's slightly more secretive than usual.","['adoption', 'adopted son', 'meteor shower', 'best friend', 'alien']","['Adventure', 'Drama', 'Romance', 'Sci-Fi']"
暮光之城：無懼的愛 (2008),Romance,5.2,421276.0,"Bella Swan has always been a little bit different. Never one to run with the crowd, Bella never cared about fitting in with the trendy girls at her Phoenix, Arizona high school. When her mother remarries and Bella chooses to live with her father in the rainy little town of Forks, Washington, she doesn't expect much of anything to change. But things do change when she meets the mysterious and dazzlingly beautiful Edward Cullen. For Edward is nothing like any boy she's ever met. He's nothing like anyone she's ever met, period. He's intelligent and witty, and he seems to see straight into her soul. In no time at all, they are swept up in a passionate and decidedly unorthodox romance - unorthodox because Edward really isn't like the other boys. He can run faster than a mountain lion. He can stop a moving car with his bare hands. Oh, and he hasn't aged since 1918. Like all vampires, he's immortal. That's right - vampire. But he doesn't have fangs - that's just in the movies. And he doesn't...","['vampire', 'love', 'school', 'high school', 'blood']","['Drama', 'Fantasy', 'Romance']"
茱蒂 (2019),Romance,6.8,37404.0,"Thirty years after starring in 綠野仙蹤 (1939), beloved actress and singer Judy Garland (Renée Zellweger) arrives in London, England to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans (Finn Wittrock), her soon-to-be fifth husband.","['concert', 'year 1968', 'london england', 'ex husband ex wife relationship', 'sleeplessness']","['Biography', 'Drama', 'Romance']"
噬血真愛 ,Romance,7.8,226726.0,"Set in modern times, vampires roam the Earth and are humans' mortal enemies. However, a substitute has been found for human blood, a substitute that vampires can consume with the same effect as human blood. This is True Blood. Now humans and vampires can co-exist in harmony, and even form relationships. But there will always be rogue elements on both sides ready to exploit the uneasy truce.","['human vampire relationship', 'vampire', 'witch', 'shapeshifter', 'fairy']","['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']"
2 Hearts (2020),Romance,6.8,80.0,"For two couples the future unfolds in different decades and different places, but a hidden connection will bring them together in a way no one could have predicted. Based on an inspirational true story, 2 Hearts is a romantic journey that celebrates life, love and generosity of spirit, and challenges audiences to believe miracles are possible.",['based on book'],"['Drama', 'Romance']"
性本愛 (2015),Romance,6.1,46728.0,"Murphy is an American cinema school student, living in Paris. He had a French girlfriend, called Electra, whom he dated for two years. One day, they met and had a no-strings-attached threesome with another woman, a young blonde Danish teenager named Omi, as a way to add some excitement to their love life. But later, he had sex with her behind Electra's back, as a result of which Omi became pregnant. This unplanned pregnancy ended the relationship between Murphy and Electra on a horrible note, and it forced Murphy to marry Omi. In one morning, Electra's mother, Nora, phones him to ask if he's heard from Electra, because she hasn't heard from her for three months, and given her daughter's suicidal tendencies. For the rest of this day, he recalls his past two years with Electra in a series of fragmented, nonlinear flashbacks; how they first met in Paris, their quick hookup, and their lives over the next two years which is filled with drug abuse, rough sex and tender moments.","['sex scene', 'unsimulated sex', 'film starts with sex', 'female full frontal nudity', 'sex with neighbor']","['Drama', 'Romance']"
浴血戰士：血與沙 ,Romance,8.5,219385.0,"The inspiration behind this series is the Thracian Gladiator Spartacus, who led a slave uprising against the Roman Republic. The Thracians had been persuaded by Claudius Glaber to serve as auxiliaries in the Roman legions in a campaign against the Getae, who had often plundered Thracian lands. However after Glaber reneges on the deal and switches his attentions from the Getae to attack Mithridates in Asia Minor, the Thracians feel betrayed and mutiny. Captured by Glaber, Spartacus is condemned to death as a Gladiator, whilst his wife Sura is condemned to slavery. Spartacus, however, proves to be a formidable gladiator, and defeats the four gladiators tasked with executing him. He becomes a favorite of the crowd, leading Senator Albinius to commute his death sentence to a life of slavery. Spartacus is purchased by Batiatus for gladiator training, who promises to help him find Sura if he proves himself in training. As the series develops, the story follows the betrayals and machinations...","['gladiator', 'gay', 'female nudity', 'violence', 'slave']","['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Romance']"
Teen Wolf ,Romance,7.6,123554.0,"Scott McCall was just another kid in high school. Until, one night his best friend Stiles brings him to the woods, to look for a dead body, and Scott is bitten by a werewolf. Being a werewolf came with its perks- stronger, faster, new star in the lacrosse team, popularity- but also made it hard to control his anger. Scott has also fallen for the new girl in town, Allison, whose dad is trying to hunt and kill Scott. Scott now has to try and balance his out of control life, figure out how to control his new powers, try not to be killed by the alpha that bit him, and protect Allison- and keep her from finding out his big secret.","['high school student', 'werewolf', 'supernatural power', 'teen romance', 'best friend']","['Action', 'Drama', 'Fantasy', 'Romance', 'Thriller']"
Adult Material ,Romance,6.6,279.0,A woman's life working in the adult film industry spans from its seedy beginnings to a highly successful enterprise.,['life'],"['Comedy', 'Drama', 'Romance']"
提姆波頓之地獄新娘 (2005),Romance,7.3,240116.0,"Set back in the late 1800s in a Victorian village, a man and woman by the names of Victor Van Dort and Victoria Everglot are betrothed because the Everglots need the money or else they'll be living on the streets and the Van Dorts want to be high in society. But when things go wrong at the wedding rehearsal, Victor goes into the woods to practice his vows. Just as soon as he gets them right, he finds himself married to Emily, the corpse bride. While Victoria waits on the other side, there's a rich newcomer that may take Victor's place. So two brides, one groom, who will Victor pick?","['gothic horror', 'horror for children', 'bride', 'corpse', 'abusive mother']","['Animation', 'Drama', 'Family', 'Fantasy', 'Musical', 'Romance']"
Hart of Dixie ,Romance,7.7,44292.0,"Fast-talking New Yorker and brand new doctor Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to accept an offer from a stranger, Dr. Harley Wilkes, to work with him at his small practice in Bluebell, Alabama. Zoe arrives in this small Gulf Coast town only to find that Harley has passed away and left his half of the medical practice to her in his will.","['fish out of water', 'doctor', 'female doctor', 'small town', 'medical']","['Comedy', 'Drama', 'Romance']"
剪刀手愛德華 (1990),Romance,7.9,440442.0,"In a castle high on top of a hill lives an inventor's greatest creation - Edward, a near-complete person. The creator died before he could finish Edward's hands; instead, he is left with metal scissors for hands. Since then, he has lived alone, until a kind lady called Peg discovers him and welcomes him into her home. At first, everyone welcomes him into the community, but soon things begin to take a change for the worse.","['scissors', 'compassion', 'surrealism', 'misfit', 'waterbed']","['Drama', 'Fantasy', 'Romance']"
魔約之書 ,Romance,8.1,24376.0,"In a world where witches, vampires and daemons live discreetly among humans, Diana Bishop is the last in one long line of distinguished witches. Unwilling to embrace her heritage she has immersed herself in her career as a historian. Her particular interest is alchemy and she visits Oxford to research some of Elias Ashmole's papers. She requests Ashmole 782 and as soon as she receives it she knows there is something uncanny about it; when she opens it she is shocked. She learns that 782 has been presumed lost for a very long time and that each species of Creature desires it. She is besieged and threatened and knows that, to protect herself, she must uncover all the mysteries of 782. She encounters the enigmatic vampire, Matthew Clairmont, who offers to help her; their mutual attraction is immediate, undeniable and inexplicable because they both know that witches and vampires are not supposed to trust each other. Diana makes her choice and accepts Matthew's help. This precipitates them...","['witch', 'vampire', 'magic', 'female protagonist', 'psychotronic series']","['Drama', 'Fantasy', 'Romance']"
傲慢與偏見 (2005),Romance,7.8,251800.0,"The story is based on Jane Austen's novel about five sisters - Jane (Rosamund Pike), Elizabeth (Keira Knightley), Mary (Talulah Riley), Kitty (Carey Mulligan), and Lydia Bennet (Jena Malone) - in Georgian England. Their lives are turned upside down when wealthy young Mr. Bingley (Simon Woods) and his best friend, Mr. Darcy (Matthew Macfadyen), arrive in their neighborhood.","['pride and prejudice', 'georgian era', 'united kingdom', 'georgian', 'england']","['Drama', 'Romance']"
黑袍糾察隊 ,Sci-Fi,8.7,202740.0,"The Boys is set in a universe in which superpowered people are recognized as heroes by the general public and owned by a powerful corporation, Vought International, which ensures that they are aggressively marketed and monetized. Outside of their heroic personas, most are arrogant and corrupt. The series primarily focuses on two groups: the titular Boys, vigilantes looking to keep the corrupted heroes under control, and the Seven, Vought International's premier superhero team. The Boys are led by Billy Butcher, who despises all superpowered people, and the Seven are led by the egotistical and unstable Homelander. As a conflict ensues between the two groups, the series also follows the new members of each team: Hugh ""Hughie"" Campbell of the Boys, who joins the vigilantes after his girlfriend is killed in a high-speed collision by the Seven's A-Train, and Annie January/Starlight of the Seven, a young and hopeful heroine forced to face the truth about the heroes she admires.","['super powers', 'black comedy', 'superhero versus superhero', 'closeted gay man', 'enhancement drug']","['Action', 'Comedy', 'Crime', 'Sci-Fi']"
TENET天能 (2020),Sci-Fi,7.8,137548.0,"In a twilight world of international espionage, an unnamed CIA operative, known as The Protagonist, is recruited by a mysterious organization called Tenet to participate in a global assignment that unfolds beyond real time. The mission: prevent Andrei Sator, a renegade Russian oligarch with precognition abilities, from starting World War III. The Protagonist will soon master the art of ""time inversion"" as a way of countering the threat that is to come.","['written by director', 'ensemble cast', 'produced by director', 'symphony hall', 'car chase']","['Action', 'Sci-Fi']"
地球百子 ,Sci-Fi,7.6,207410.0,"The series is set 97 years after a devastating nuclear war wiped out almost all life on Earth. The only known survivors are the residents of twelve space stations in Earth's orbit prior to the war. The space stations banded together to form a single massive station named ""The Ark"", wenis galore about 2,400 people live. Resources are scarce and all crimes no matter their nature or severity are punishable by death (""floating"") unless the perpetrator is under 18 years of age. After the Ark's life support systems are found to be critically failing, one hundred juvenile prisoners are declared ""expendable"" and sent to the surface in a last ditch attempt to determine if Earth is habitable again. The teens arrive on a beautiful planet they've only seen from space. Confronting the dangers of this rugged new world, they struggle to form a tentative community. However they discover that not all humanity was wiped out. There are people on Earth who survived the war, called ""grounders"" by the 100....","['post apocalypse', 'female lead', 'based on book', 'space station', 'number in series title']","['Drama', 'Mystery', 'Sci-Fi']"
曼達洛人 ,Sci-Fi,8.7,200443.0,"After the stories of Jango and Boba Fett, another warrior emerges in the Star Wars universe. The Mandalorian is set after the fall of the Empire and before the emergence of the First Order. We follow the travails of a lone gunfighter in the outer reaches of the galaxy far from the authority of the New Republic.","['star wars', 'mandalorian', 'bounty hunter', 'armor', 'intergalactic bounty hunter']","['Action', 'Adventure', 'Sci-Fi']"
星際爭霸戰：發現號 ,Sci-Fi,7.3,84686.0,"Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","['star trek', 'prequel television series', 'exploration', 'alien species', 'space exploration']","['Action', 'Adventure', 'Drama', 'Sci-Fi']"
The Walking Dead: World Beyond ,Sci-Fi,4.2,4262.0,The series will focus on the first generation to grow up during the zombie apocalypse.,"['woke', 'image comics', 'teenage girl', 'sister sister relationship', 'post apocalyptic world']","['Drama', 'Horror', 'Sci-Fi']"
Helstrom ,Sci-Fi,6.8,2220.0,Daimon and Ana Helstrom are the son and daughter of a mysterious and powerful serial killer. The siblings have a complicated dynamic as they track down the terrorizing worst of humanity - each with their attitude and skills.,"['based on comic', 'based on comic book', 'marvel comics', 'marvel cinematic universe', 'mcu']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']"
Next ,Sci-Fi,6.9,1100.0,"NeXt is a propulsive, fact-based thriller about the emergence of a deadly, rogue artificial intelligence that combines pulse-pounding action with a layered examination of how technology is invading our lives and transforming us in ways we don't yet understand.",[],"['Crime', 'Drama', 'Sci-Fi']"
Brave New World ,Sci-Fi,7.1,6936.0,"In a utopia whose perfection hinges upon control of monogamy and privacy, members of the collective begin to question the rules, putting their regimented society on a collision course with forbidden love and revolution.","['psychotronic series', 'dystopia', 'dystopian future', 'brave new world', 'monogamy']","['Drama', 'Sci-Fi']"
Books of Blood (2020),Sci-Fi,5.6,2610.0,A journey into uncharted and forbidden territory through three tales tangled in space and time.,"['journey', 'latex gloves', 'needle', 'syringe', 'three word title']","['Drama', 'Horror', 'Mystery', 'Sci-Fi']"
Dune (2021),Sci-Fi,,,"A mythic and emotionally charged hero's journey, ""Dune"" tells the story of Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","['dune', 'based on novel', 'feudalism', 'adaptation', 'desert']","['Adventure', 'Drama', 'Sci-Fi']"
魔鬼終結者：黑暗宿命 (2019),Sci-Fi,6.2,140330.0,"A young female Mexican worker, Dani Ramos, is hunted down by a virtually indestructible terminator from the future called a REV-9. However, she is protected by an enhanced human named Grace who is also from the future. They flee from the unstoppable terminator and out of the blue Sarah Connor helps them on the road. All three head to Laredo, Texas, where Grace has the coordinates of a possible support and where they meet a T-800 who is living in an isolated location with his family. The group teams up to try to destroy the REV-9.","['robot', 'mexico', '2010s', 'nude woman', 'time travel']","['Action', 'Adventure', 'Sci-Fi']"
Free Guy (2020),Sci-Fi,,,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.","['bank teller', 'npc', 'bank robbery', 'hero', 'gun']","['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
超時空奇俠 ,Sci-Fi,8.6,196525.0,"The Doctor, a Time Lord/Lady from the race whose home planet is Gallifrey, travels through time and space in their ship the T.A.R.D.I.S. (an acronym for Time and Relative Dimension In Space) with numerous companions. From time to time The Doctor regenerates into a new form (which is how the series has been running since the departure of the original actor, William Hartnell, in 1966).","['time travel', 'time machine', 'alien', 'space travel', 'companion']","['Adventure', 'Drama', 'Family', 'Mystery', 'Sci-Fi']"
西方極樂園 ,Sci-Fi,8.7,415208.0,"This science fiction western series from Jonathan Nolan and Lisa Joy was inspired by Michael Crichton's Westworld (1973) and is set at a Wild West theme park created by Dr. Robert Ford (Sir Anthony Hopkins) with human-like androids, where guests are encouraged to indulge their fantasies and desires.","['artificial intelligence', 'robot', 'android', 'based on film', 'moral dilemma']","['Drama', 'Mystery', 'Sci-Fi']"
Away ,Sci-Fi,6.6,17063.0,An American astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew.,"['astronaut', 'space crew', 'female astronaut', 'daughter', 'netflix']","['Drama', 'Romance', 'Sci-Fi']"
閃電俠 ,Sci-Fi,7.7,301088.0,"Barry Allen is a Central City police forensic scientist with a reasonably happy life, despite the childhood trauma of a mysterious red and yellow lightning killing his mother and framing his father. All that changes when a massive particle accelerator accident leads to Barry being struck by lightning in his lab. Coming out of coma nine months later, Barry and his new friends at S.T.A.R labs find that he now has the ability to move at superhuman speed. Furthermore, Barry learns that he is but one of many affected by that event, most of whom are using their powers for evil. Determined to make a difference, Barry dedicates his life to fighting such threats, as The Flash. While he gains allies he never expected, there are also secret forces determined to aid and manipulate him for their own agenda.","['superhuman speed', 'dc arrowverse', 'superhero', 'dc comics', 'based on comic']","['Action', 'Adventure', 'Drama', 'Sci-Fi']"
銀河飛龍 ,Sci-Fi,8.6,98218.0,"Set in the twenty-fourth century and seven to eight decades after the adventures of the original crew of the starship Enterprise, this new series is the long-awaited successor to Star Trek (1966). Under the command of Captain Jean-Luc Picard, the all new Enterprise NCC 1701-D travels out to distant planets to seek out new life and to boldly go where no one has gone before.","['famous opening theme', 'cult tv', 'star trek', 'space exploration', 'holodeck']","['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
復仇者聯盟：終局之戰 (2019),Sci-Fi,8.4,773676.0,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos's actions and undo the chaos to the universe, no matter what consequences may be in store, and no matter who they face...","['time travel', 'superhero', 'cosmic', 'super villain', 'marvel cinematic universe']","['Action', 'Adventure', 'Drama', 'Sci-Fi']"
綠箭俠 ,Sci-Fi,7.5,403393.0,"Oliver Queen and his father are lost at sea when their luxury yacht sinks, apparently in a storm. His father dies, but Oliver survives for five years on an uncharted island and eventually returns home. But he wasn't alone on the island where he learned not only how to fight and survive but also of his father's corruption and unscrupulous business dealings. He returns to civilization a changed man, determined to put things right. He disguises himself with the hood of one of his mysterious island mentors, arms himself with a bow and sets about hunting down the men and women who have corrupted his city.","['superhero', 'based on comic book', 'archer', 'dc comics', 'crime fighter']","['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Sci-Fi']"
2067 (2020),Sci-Fi,4.8,2398.0,"A lowly utility worker is called to the future by a mysterious radio signal, he must leave his dying wife to embark on a journey that will force him to face his deepest fears in an attempt to change the fabric of reality and save humankind from its greatest environmental crisis yet.","['climate change', 'time travel', 'australian future earth', 'australian science fiction']",['Sci-Fi']
Agents of S.H.I.E.L.D. ,Sci-Fi,7.5,196078.0,"After the Battle of New York, the world has changed. It now knows not only about the Avengers, but also the powerful menaces that require those superheroes and more to face them. In response, Phil Coulson of the Strategic Homeland Intervention, Enforcement and Logistics Division assembles an elite covert team to find and deal with these threats wherever they are found. With a world rapidly becoming more bizarre and dangerous than ever before as the supervillains arise, these agents of S.H.I.E.L.D. are ready to take them on.","['marvel cinematic universe', 's.h.i.e.l.d.', 'computer hacker', 'secret government organization', 'marvel comics']","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
Archive (2020),Sci-Fi,6.3,7276.0,2038: George Almore is working on a true human-equivalent AI. His latest prototype is almost ready. This sensitive phase is also the riskiest. Especially as he has a goal that must be hidden at all costs: being reunited with his dead wife.,"['dead wife', 'remote laboratory', 'yamanashi prefecture japan', 'waterfall', 'retractable bridge']","['Drama', 'Sci-Fi', 'Thriller']"
血衛 (2020),Sci-Fi,5.7,54482.0,"Ray Garrison, an elite soldier who was killed in battle, is brought back to life by an advanced technology that gives him the ability of super human strength and fast healing. With his new abilities, he goes after the man who killed his wife, or at least, who he believes killed his wife. He soon comes to learn that not everything he learns can be trusted. The true question is: Can he even trust himself?","['based on comic', 'valiant comics', 'superhero', 'nanotechnology', 'one word title']","['Action', 'Drama', 'Sci-Fi']"
守護者 ,Sci-Fi,8.1,83602.0,"Set in an alternate history where masked vigilantes are treated as outlaws and must embrace the nostalgia, Detective Angela Abar investigates the reemergence of a white supremacist terrorist group inspired by the long-deceased moral absolutist Rorschach.","['dc comics', 'based on comic', 'superhero', 'woke', 'based on comic book']","['Action', 'Drama', 'Mystery', 'Sci-Fi']"
